Coord.Este[m],Coord.Sur[m],Profundidad[m]
104.44,555.24,299.91
104.44,586.09,308.00
104.44,616.93,308.89
104.44,647.78,306.41
104.44,678.63,303.14
104.44,709.47,287.77
104.44,740.32,283.36
104.44,771.17,278.65
104.44,802.01,273.64
104.44,832.86,268.54
104.44,863.71,263.26
104.44,894.55,257.41
104.44,925.40,251.56
104.44,956.25,245.69
104.44,987.09,239.81
104.44,1017.94,233.90
104.44,1048.79,227.91
104.44,1079.63,222.09
104.44,1110.48,216.70
104.44,1141.33,212.34
104.44,1172.17,211.76
104.44,1203.02,211.02
104.44,1233.87,209.29
104.44,1264.71,204.91
104.44,1295.56,191.84
104.44,1326.41,183.77
104.44,1357.25,173.10
104.44,1388.10,162.70
104.44,1418.95,150.74
104.44,1449.79,140.75
104.44,1480.64,132.11
104.44,1511.49,124.59
104.44,1542.34,118.86
104.44,1573.18,115.84
104.44,1604.03,113.10
104.44,1634.88,109.34
104.44,1665.72,106.53
104.44,1696.57,104.80
104.44,1727.42,104.16
104.44,1758.26,103.66
104.44,1789.11,103.20
104.44,1819.96,102.79
104.44,1850.80,102.51
104.44,1881.65,101.74
104.44,1912.50,100.58
104.44,1943.34,98.37
104.44,1974.19,93.64
104.44,2005.04,91.19
104.44,2035.88,89.38
104.44,2066.73,87.68
104.44,2097.58,87.09
104.44,2128.42,86.93
104.44,2159.27,86.95
104.44,2190.12,87.09
104.44,2220.96,87.47
104.44,2251.81,88.19
104.44,2282.66,88.89
104.44,2313.50,90.17
104.44,2344.35,92.62
104.44,2375.20,95.38
104.44,2406.04,98.46
104.44,2436.89,100.52
104.44,2467.74,100.25
104.44,2498.58,100.93
104.44,2529.43,103.10
104.44,2560.28,108.77
104.44,2591.12,118.43
104.44,2621.97,128.94
104.44,2652.82,138.31
104.44,2683.66,145.29
104.44,2714.51,148.61
104.44,2745.36,149.51
104.44,2776.20,147.71
104.44,2807.05,143.01
104.44,2837.90,135.19
104.44,2868.74,130.32
104.44,2899.59,129.48
104.44,2930.44,129.10
104.44,2961.28,128.83
104.44,2992.13,128.89
104.44,3022.98,128.45
104.44,3053.82,127.99
104.44,3084.67,128.09
104.44,3115.52,128.12
104.44,3146.36,127.28
104.44,3177.21,124.77
104.44,3208.06,121.22
104.44,3238.90,116.49
104.44,3269.75,111.35
104.44,3300.60,106.74
104.44,3331.44,102.48
104.44,3362.29,98.17
104.44,3393.14,93.79
104.44,3423.98,89.94
104.44,3454.83,86.33
104.44,3485.68,82.52
104.44,3516.52,83.03
104.44,3547.37,85.04
104.44,3578.22,87.22
104.44,3609.06,89.45
104.44,3639.91,90.10
104.44,3670.76,90.06
104.44,3701.60,89.16
104.44,3732.45,87.60
104.44,3763.30,84.45
104.44,3794.14,80.19
104.44,3824.99,74.61
104.44,3855.84,68.56
104.44,3886.68,62.52
104.44,3917.53,56.93
104.44,3948.38,52.23
104.44,3979.22,48.85
104.44,4010.07,46.86
104.44,4040.92,45.58
104.44,4071.76,44.92
104.44,4102.61,44.30
104.44,4133.46,43.64
104.44,4164.30,42.96
104.44,4195.15,42.15
104.44,4226.00,41.21
104.44,4256.84,40.21
104.44,4287.69,39.28
104.44,4318.54,38.43
104.44,4349.38,37.72
104.44,4380.23,37.30
104.44,4411.08,36.93
104.44,4441.92,36.64
104.44,4472.77,36.39
104.44,4503.62,36.14
104.44,4534.46,35.89
104.44,4565.31,35.65
104.44,4596.16,35.39
104.44,4627.01,35.12
104.44,4657.85,34.84
104.44,4688.70,34.56
104.44,4719.55,34.34
104.44,4750.39,34.12
104.44,4781.24,33.77
104.44,4812.09,33.35
104.44,4842.93,32.90
104.44,4873.78,32.43
104.44,4904.63,31.98
104.44,4935.47,31.55
104.44,4966.32,31.14
104.44,4997.17,30.83
104.44,5028.01,30.59
104.44,5058.86,30.39
104.44,5089.71,30.20
104.44,5120.55,30.03
104.44,5151.40,29.88
104.44,5182.25,29.71
104.44,5213.09,29.53
104.44,5243.94,29.35
104.44,5274.79,29.19
104.44,5305.63,29.06
104.44,5336.48,28.95
104.44,5367.33,28.74
104.44,5398.17,28.45
104.44,5429.02,28.12
104.44,5459.87,27.77
104.44,5490.71,27.43
104.44,5521.56,27.19
104.44,5552.41,27.07
104.44,5583.25,27.01
104.44,5614.10,26.97
104.44,5644.95,26.93
104.44,5675.79,26.89
104.44,5706.64,26.85
104.44,5737.49,26.80
104.44,5768.33,26.75
104.44,5799.18,26.70
104.44,5830.03,26.63
104.44,5860.87,26.54
104.44,5891.72,26.40
104.44,5922.57,26.18
104.44,5953.41,25.91
104.44,5984.26,25.67
104.44,6015.11,25.47
104.44,6045.95,25.32
104.44,6076.80,25.20
104.44,6107.65,25.09
104.44,6138.49,24.92
104.44,6169.34,24.72
104.44,6200.19,24.50
104.44,6231.03,24.37
104.44,6261.88,24.28
104.44,6292.73,24.23
104.44,6323.57,24.21
104.44,6354.42,24.15
104.44,6385.27,24.13
104.44,6416.11,24.14
104.44,6446.96,24.15
104.44,6477.81,24.16
104.44,6508.65,24.18
104.44,6539.50,24.20
104.44,6570.35,24.23
104.44,6601.19,24.25
104.44,6632.04,24.27
104.44,6662.89,24.28
104.44,6693.73,24.30
104.44,6724.58,24.31
104.44,6755.43,24.32
104.44,6786.27,24.31
104.44,6817.12,24.28
104.44,6847.97,24.25
104.44,6878.81,24.21
104.44,6909.66,24.17
104.44,6940.51,24.13
104.44,6971.35,24.08
104.44,7002.20,24.03
104.44,7033.05,23.97
104.44,7063.89,23.91
104.44,7094.74,23.78
104.44,7125.59,23.60
104.44,7156.43,23.43
104.44,7187.28,23.30
104.44,7218.13,23.17
104.44,7248.97,23.04
104.44,7279.82,22.91
104.44,7310.67,22.78
104.44,7341.51,22.64
104.44,7372.36,22.51
104.44,7403.21,22.38
104.44,7434.05,22.25
104.44,7464.90,22.12
104.44,7495.75,21.98
104.44,7526.59,21.84
104.44,7557.44,21.71
104.44,7588.29,21.57
104.44,7619.13,21.43
104.44,7649.98,21.30
104.44,7680.83,21.15
104.44,7711.68,21.04
104.44,7742.52,20.93
104.44,7773.37,20.77
104.44,7804.22,20.63
104.44,7835.06,20.49
104.44,7865.91,20.36
104.44,7896.76,20.25
104.44,7927.60,20.15
104.44,7958.45,20.05
104.44,7989.30,19.95
104.44,8020.14,19.85
104.44,8050.99,19.75
104.44,8081.84,19.63
104.44,8112.68,19.49
104.44,8143.53,19.33
104.44,8174.38,19.18
104.44,8205.22,19.02
130.56,0.00,199.24
130.56,30.85,215.56
130.56,61.69,232.01
130.56,92.54,253.40
130.56,123.39,247.16
130.56,154.23,231.08
130.56,185.08,211.99
130.56,215.93,190.59
130.56,246.77,169.66
130.56,277.62,152.46
130.56,308.47,139.54
130.56,339.31,138.91
130.56,370.16,152.86
130.56,401.01,172.48
130.56,431.85,196.21
130.56,462.70,223.32
130.56,493.55,247.12
130.56,524.39,269.50
130.56,555.24,286.59
130.56,586.09,297.83
130.56,616.93,301.90
130.56,647.78,300.01
130.56,678.63,294.59
130.56,709.47,277.21
130.56,740.32,268.51
130.56,771.17,264.54
130.56,802.01,260.25
130.56,832.86,255.86
130.56,863.71,251.31
130.56,894.55,246.38
130.56,925.40,241.59
130.56,956.25,236.79
130.56,987.09,231.96
130.56,1017.94,227.12
130.56,1048.79,222.25
130.56,1079.63,217.32
130.56,1110.48,212.89
130.56,1141.33,208.96
130.56,1172.17,208.26
130.56,1203.02,206.69
130.56,1233.87,204.92
130.56,1264.71,201.26
130.56,1295.56,187.11
130.56,1326.41,177.96
130.56,1357.25,170.68
130.56,1388.10,164.06
130.56,1418.95,156.24
130.56,1449.79,148.64
130.56,1480.64,141.06
130.56,1511.49,133.99
130.56,1542.34,127.88
130.56,1573.18,124.39
130.56,1604.03,121.17
130.56,1634.88,116.46
130.56,1665.72,112.33
130.56,1696.57,109.18
130.56,1727.42,107.21
130.56,1758.26,106.49
130.56,1789.11,106.02
130.56,1819.96,105.56
130.56,1850.80,105.11
130.56,1881.65,104.04
130.56,1912.50,102.16
130.56,1943.34,99.17
130.56,1974.19,94.02
130.56,2005.04,90.93
130.56,2035.88,88.66
130.56,2066.73,86.60
130.56,2097.58,85.68
130.56,2128.42,85.27
130.56,2159.27,85.30
130.56,2190.12,85.59
130.56,2220.96,85.75
130.56,2251.81,85.82
130.56,2282.66,85.88
130.56,2313.50,86.68
130.56,2344.35,88.52
130.56,2375.20,90.27
130.56,2406.04,92.24
130.56,2436.89,94.27
130.56,2467.74,93.94
130.56,2498.58,93.74
130.56,2529.43,95.33
130.56,2560.28,100.18
130.56,2591.12,107.67
130.56,2621.97,116.47
130.56,2652.82,124.54
130.56,2683.66,130.74
130.56,2714.51,134.47
130.56,2745.36,136.02
130.56,2776.20,135.34
130.56,2807.05,131.82
130.56,2837.90,124.96
130.56,2868.74,122.67
130.56,2899.59,121.41
130.56,2930.44,120.66
130.56,2961.28,119.97
130.56,2992.13,119.50
130.56,3022.98,118.76
130.56,3053.82,117.47
130.56,3084.67,116.75
130.56,3115.52,115.87
130.56,3146.36,114.27
130.56,3177.21,111.66
130.56,3208.06,108.74
130.56,3238.90,104.82
130.56,3269.75,100.76
130.56,3300.60,96.75
130.56,3331.44,93.14
130.56,3362.29,89.60
130.56,3393.14,85.63
130.56,3423.98,82.28
130.56,3454.83,78.97
130.56,3485.68,75.93
130.56,3516.52,77.45
130.56,3547.37,79.77
130.56,3578.22,81.72
130.56,3609.06,83.75
130.56,3639.91,83.77
130.56,3670.76,83.08
130.56,3701.60,81.73
130.56,3732.45,79.99
130.56,3763.30,76.95
130.56,3794.14,73.01
130.56,3824.99,68.08
130.56,3855.84,62.90
130.56,3886.68,57.94
130.56,3917.53,53.35
130.56,3948.38,49.60
130.56,3979.22,46.95
130.56,4010.07,45.24
130.56,4040.92,44.12
130.56,4071.76,43.45
130.56,4102.61,42.86
130.56,4133.46,42.29
130.56,4164.30,41.68
130.56,4195.15,40.97
130.56,4226.00,40.13
130.56,4256.84,39.25
130.56,4287.69,38.43
130.56,4318.54,37.69
130.56,4349.38,37.09
130.56,4380.23,36.72
130.56,4411.08,36.42
130.56,4441.92,36.17
130.56,4472.77,35.92
130.56,4503.62,35.67
130.56,4534.46,35.42
130.56,4565.31,35.17
130.56,4596.16,34.91
130.56,4627.01,34.65
130.56,4657.85,34.40
130.56,4688.70,34.14
130.56,4719.55,33.90
130.56,4750.39,33.67
130.56,4781.24,33.31
130.56,4812.09,32.88
130.56,4842.93,32.44
130.56,4873.78,31.99
130.56,4904.63,31.58
130.56,4935.47,31.22
130.56,4966.32,30.90
130.56,4997.17,30.68
130.56,5028.01,30.49
130.56,5058.86,30.32
130.56,5089.71,30.13
130.56,5120.55,29.96
130.56,5151.40,29.79
130.56,5182.25,29.59
130.56,5213.09,29.37
130.56,5243.94,29.16
130.56,5274.79,28.98
130.56,5305.63,28.82
130.56,5336.48,28.69
130.56,5367.33,28.52
130.56,5398.17,28.25
130.56,5429.02,27.95
130.56,5459.87,27.64
130.56,5490.71,27.33
130.56,5521.56,27.13
130.56,5552.41,27.03
130.56,5583.25,26.96
130.56,5614.10,26.91
130.56,5644.95,26.87
130.56,5675.79,26.80
130.56,5706.64,26.73
130.56,5737.49,26.67
130.56,5768.33,26.62
130.56,5799.18,26.56
130.56,5830.03,26.49
130.56,5860.87,26.40
130.56,5891.72,26.28
130.56,5922.57,26.08
130.56,5953.41,25.82
130.56,5984.26,25.56
130.56,6015.11,25.34
130.56,6045.95,25.16
130.56,6076.80,25.03
130.56,6107.65,24.91
130.56,6138.49,24.75
130.56,6169.34,24.58
130.56,6200.19,24.38
130.56,6231.03,24.29
130.56,6261.88,24.22
130.56,6292.73,24.18
130.56,6323.57,24.16
130.56,6354.42,24.09
130.56,6385.27,24.05
130.56,6416.11,24.05
130.56,6446.96,24.05
130.56,6477.81,24.07
130.56,6508.65,24.08
130.56,6539.50,24.09
130.56,6570.35,24.11
130.56,6601.19,24.12
130.56,6632.04,24.14
130.56,6662.89,24.15
130.56,6693.73,24.16
130.56,6724.58,24.17
130.56,6755.43,24.18
130.56,6786.27,24.17
130.56,6817.12,24.13
130.56,6847.97,24.10
130.56,6878.81,24.06
130.56,6909.66,24.01
130.56,6940.51,23.97
130.56,6971.35,23.92
130.56,7002.20,23.87
130.56,7033.05,23.81
130.56,7063.89,23.75
130.56,7094.74,23.65
130.56,7125.59,23.50
130.56,7156.43,23.38
130.56,7187.28,23.27
130.56,7218.13,23.16
130.56,7248.97,23.04
130.56,7279.82,22.92
130.56,7310.67,22.80
130.56,7341.51,22.68
130.56,7372.36,22.55
130.56,7403.21,22.42
130.56,7434.05,22.28
130.56,7464.90,22.15
130.56,7495.75,22.02
130.56,7526.59,21.88
130.56,7557.44,21.74
130.56,7588.29,21.61
130.56,7619.13,21.47
130.56,7649.98,21.33
130.56,7680.83,21.19
130.56,7711.68,21.04
130.56,7742.52,20.89
130.56,7773.37,20.73
130.56,7804.22,20.57
130.56,7835.06,20.41
130.56,7865.91,20.28
130.56,7896.76,20.17
130.56,7927.60,20.07
130.56,7958.45,19.97
130.56,7989.30,19.88
130.56,8020.14,19.78
130.56,8050.99,19.68
130.56,8081.84,19.55
130.56,8112.68,19.39
130.56,8143.53,19.24
130.56,8174.38,19.08
130.56,8205.22,18.91
156.67,0.00,213.31
156.67,30.85,227.65
156.67,61.69,238.79
156.67,92.54,253.14
156.67,123.39,246.29
156.67,154.23,227.78
156.67,185.08,207.67
156.67,215.93,185.80
156.67,246.77,165.89
156.67,277.62,149.87
156.67,308.47,138.81
156.67,339.31,139.91
156.67,370.16,151.93
156.67,401.01,167.64
156.67,431.85,187.37
156.67,462.70,211.12
156.67,493.55,235.04
156.67,524.39,257.53
156.67,555.24,274.81
156.67,586.09,287.53
156.67,616.93,290.99
156.67,647.78,285.14
156.67,678.63,275.34
156.67,709.47,253.39
156.67,740.32,244.43
156.67,771.17,241.44
156.67,802.01,238.16
156.67,832.86,237.89
156.67,863.71,236.78
156.67,894.55,234.64
156.67,925.40,231.96
156.67,956.25,228.61
156.67,987.09,224.71
156.67,1017.94,220.80
156.67,1048.79,216.99
156.67,1079.63,212.88
156.67,1110.48,209.19
156.67,1141.33,205.72
156.67,1172.17,204.38
156.67,1203.02,200.39
156.67,1233.87,196.19
156.67,1264.71,191.54
156.67,1295.56,178.46
156.67,1326.41,168.27
156.67,1357.25,163.86
156.67,1388.10,161.05
156.67,1418.95,158.76
156.67,1449.79,155.68
156.67,1480.64,151.22
156.67,1511.49,145.59
156.67,1542.34,140.17
156.67,1573.18,136.27
156.67,1604.03,132.23
156.67,1634.88,126.74
156.67,1665.72,121.26
156.67,1696.57,116.71
156.67,1727.42,113.10
156.67,1758.26,110.95
156.67,1789.11,110.19
156.67,1819.96,109.84
156.67,1850.80,109.11
156.67,1881.65,107.54
156.67,1912.50,104.88
156.67,1943.34,101.09
156.67,1974.19,95.57
156.67,2005.04,91.94
156.67,2035.88,89.17
156.67,2066.73,86.88
156.67,2097.58,85.74
156.67,2128.42,85.41
156.67,2159.27,85.57
156.67,2190.12,85.87
156.67,2220.96,86.01
156.67,2251.81,85.43
156.67,2282.66,84.72
156.67,2313.50,84.73
156.67,2344.35,85.57
156.67,2375.20,86.15
156.67,2406.04,87.03
156.67,2436.89,87.97
156.67,2467.74,88.32
156.67,2498.58,88.27
156.67,2529.43,88.96
156.67,2560.28,93.18
156.67,2591.12,100.08
156.67,2621.97,108.33
156.67,2652.82,115.49
156.67,2683.66,120.27
156.67,2714.51,123.38
156.67,2745.36,125.94
156.67,2776.20,125.54
156.67,2807.05,121.90
156.67,2837.90,117.70
156.67,2868.74,116.06
156.67,2899.59,114.39
156.67,2930.44,113.14
156.67,2961.28,112.03
156.67,2992.13,110.92
156.67,3022.98,109.44
156.67,3053.82,107.32
156.67,3084.67,106.27
156.67,3115.52,105.16
156.67,3146.36,103.24
156.67,3177.21,100.37
156.67,3208.06,98.23
156.67,3238.90,95.55
156.67,3269.75,92.46
156.67,3300.60,88.92
156.67,3331.44,85.33
156.67,3362.29,81.94
156.67,3393.14,78.09
156.67,3423.98,74.77
156.67,3454.83,71.74
156.67,3485.68,69.38
156.67,3516.52,71.47
156.67,3547.37,74.08
156.67,3578.22,76.11
156.67,3609.06,78.06
156.67,3639.91,77.47
156.67,3670.76,76.18
156.67,3701.60,74.57
156.67,3732.45,72.62
156.67,3763.30,69.42
156.67,3794.14,65.72
156.67,3824.99,61.73
156.67,3855.84,57.55
156.67,3886.68,53.66
156.67,3917.53,50.09
156.67,3948.38,47.29
156.67,3979.22,45.36
156.67,4010.07,43.87
156.67,4040.92,42.62
156.67,4071.76,41.96
156.67,4102.61,41.42
156.67,4133.46,40.90
156.67,4164.30,40.37
156.67,4195.15,39.76
156.67,4226.00,39.08
156.67,4256.84,38.36
156.67,4287.69,37.67
156.67,4318.54,37.05
156.67,4349.38,36.56
156.67,4380.23,36.25
156.67,4411.08,35.99
156.67,4441.92,35.75
156.67,4472.77,35.50
156.67,4503.62,35.25
156.67,4534.46,34.99
156.67,4565.31,34.74
156.67,4596.16,34.48
156.67,4627.01,34.23
156.67,4657.85,33.99
156.67,4688.70,33.73
156.67,4719.55,33.47
156.67,4750.39,33.22
156.67,4781.24,32.83
156.67,4812.09,32.40
156.67,4842.93,31.96
156.67,4873.78,31.54
156.67,4904.63,31.19
156.67,4935.47,30.91
156.67,4966.32,30.68
156.67,4997.17,30.53
156.67,5028.01,30.39
156.67,5058.86,30.25
156.67,5089.71,30.06
156.67,5120.55,29.88
156.67,5151.40,29.69
156.67,5182.25,29.46
156.67,5213.09,29.22
156.67,5243.94,28.98
156.67,5274.79,28.77
156.67,5305.63,28.59
156.67,5336.48,28.44
156.67,5367.33,28.28
156.67,5398.17,28.03
156.67,5429.02,27.77
156.67,5459.87,27.49
156.67,5490.71,27.23
156.67,5521.56,27.06
156.67,5552.41,26.98
156.67,5583.25,26.90
156.67,5614.10,26.85
156.67,5644.95,26.79
156.67,5675.79,26.70
156.67,5706.64,26.62
156.67,5737.49,26.54
156.67,5768.33,26.47
156.67,5799.18,26.41
156.67,5830.03,26.35
156.67,5860.87,26.26
156.67,5891.72,26.15
156.67,5922.57,25.98
156.67,5953.41,25.73
156.67,5984.26,25.47
156.67,6015.11,25.23
156.67,6045.95,25.02
156.67,6076.80,24.86
156.67,6107.65,24.73
156.67,6138.49,24.58
156.67,6169.34,24.44
156.67,6200.19,24.31
156.67,6231.03,24.25
156.67,6261.88,24.21
156.67,6292.73,24.21
156.67,6323.57,24.19
156.67,6354.42,24.11
156.67,6385.27,24.07
156.67,6416.11,24.04
156.67,6446.96,24.03
156.67,6477.81,24.03
156.67,6508.65,24.04
156.67,6539.50,24.04
156.67,6570.35,24.05
156.67,6601.19,24.05
156.67,6632.04,24.05
156.67,6662.89,24.06
156.67,6693.73,24.06
156.67,6724.58,24.06
156.67,6755.43,24.06
156.67,6786.27,24.03
156.67,6817.12,23.99
156.67,6847.97,23.94
156.67,6878.81,23.89
156.67,6909.66,23.84
156.67,6940.51,23.79
156.67,6971.35,23.74
156.67,7002.20,23.69
156.67,7033.05,23.63
156.67,7063.89,23.57
156.67,7094.74,23.48
156.67,7125.59,23.36
156.67,7156.43,23.26
156.67,7187.28,23.15
156.67,7218.13,23.04
156.67,7248.97,22.93
156.67,7279.82,22.82
156.67,7310.67,22.70
156.67,7341.51,22.59
156.67,7372.36,22.48
156.67,7403.21,22.36
156.67,7434.05,22.24
156.67,7464.90,22.12
156.67,7495.75,22.00
156.67,7526.59,21.87
156.67,7557.44,21.73
156.67,7588.29,21.60
156.67,7619.13,21.46
156.67,7649.98,21.32
156.67,7680.83,21.18
156.67,7711.68,21.03
156.67,7742.52,20.87
156.67,7773.37,20.69
156.67,7804.22,20.51
156.67,7835.06,20.35
156.67,7865.91,20.21
156.67,7896.76,20.10
156.67,7927.60,20.00
156.67,7958.45,19.90
156.67,7989.30,19.80
156.67,8020.14,19.70
156.67,8050.99,19.58
156.67,8081.84,19.44
156.67,8112.68,19.28
156.67,8143.53,19.12
156.67,8174.38,18.96
156.67,8205.22,18.81
182.78,0.00,223.06
182.78,30.85,235.01
182.78,61.69,242.73
182.78,92.54,249.79
182.78,123.39,242.31
182.78,154.23,223.51
182.78,185.08,203.92
182.78,215.93,183.72
182.78,246.77,165.87
182.78,277.62,151.93
182.78,308.47,143.23
182.78,339.31,147.11
182.78,370.16,158.11
182.78,401.01,172.59
182.78,431.85,189.45
182.78,462.70,208.78
182.78,493.55,229.93
182.78,524.39,251.43
182.78,555.24,268.16
182.78,586.09,280.33
182.78,616.93,279.44
182.78,647.78,268.50
182.78,678.63,252.74
182.78,709.47,224.30
182.78,740.32,211.64
182.78,771.17,205.66
182.78,802.01,200.05
182.78,832.86,202.16
182.78,863.71,204.13
182.78,894.55,205.74
182.78,925.40,207.50
182.78,956.25,209.19
182.78,987.09,210.21
182.78,1017.94,210.55
182.78,1048.79,209.89
182.78,1079.63,208.02
182.78,1110.48,205.97
182.78,1141.33,203.22
182.78,1172.17,201.83
182.78,1203.02,195.55
182.78,1233.87,188.48
182.78,1264.71,181.83
182.78,1295.56,167.49
182.78,1326.41,157.90
182.78,1357.25,156.66
182.78,1388.10,156.34
182.78,1418.95,158.67
182.78,1449.79,160.00
182.78,1480.64,159.96
182.78,1511.49,158.19
182.78,1542.34,154.34
182.78,1573.18,150.81
182.78,1604.03,146.18
182.78,1634.88,140.06
182.78,1665.72,133.29
182.78,1696.57,127.21
182.78,1727.42,121.90
182.78,1758.26,117.96
182.78,1789.11,115.47
182.78,1819.96,114.27
182.78,1850.80,113.24
182.78,1881.65,111.03
182.78,1912.50,107.84
182.78,1943.34,103.40
182.78,1974.19,97.65
182.78,2005.04,93.65
182.78,2035.88,90.75
182.78,2066.73,88.37
182.78,2097.58,87.18
182.78,2128.42,87.02
182.78,2159.27,86.94
182.78,2190.12,87.13
182.78,2220.96,86.97
182.78,2251.81,86.11
182.78,2282.66,84.55
182.78,2313.50,83.37
182.78,2344.35,83.04
182.78,2375.20,83.03
182.78,2406.04,83.11
182.78,2436.89,83.13
182.78,2467.74,83.40
182.78,2498.58,84.09
182.78,2529.43,84.85
182.78,2560.28,88.87
182.78,2591.12,94.99
182.78,2621.97,102.40
182.78,2652.82,108.82
182.78,2683.66,112.41
182.78,2714.51,115.46
182.78,2745.36,117.71
182.78,2776.20,116.76
182.78,2807.05,114.43
182.78,2837.90,111.76
182.78,2868.74,109.93
182.78,2899.59,108.19
182.78,2930.44,106.48
182.78,2961.28,105.01
182.78,2992.13,103.56
182.78,3022.98,102.01
182.78,3053.82,99.74
182.78,3084.67,98.31
182.78,3115.52,96.84
182.78,3146.36,94.69
182.78,3177.21,91.97
182.78,3208.06,89.86
182.78,3238.90,87.36
182.78,3269.75,84.39
182.78,3300.60,81.23
182.78,3331.44,77.90
182.78,3362.29,74.47
182.78,3393.14,70.87
182.78,3423.98,67.83
182.78,3454.83,65.26
182.78,3485.68,63.55
182.78,3516.52,66.04
182.78,3547.37,68.67
182.78,3578.22,70.74
182.78,3609.06,72.30
182.78,3639.91,71.43
182.78,3670.76,70.14
182.78,3701.60,68.69
182.78,3732.45,66.97
182.78,3763.30,64.18
182.78,3794.14,61.10
182.78,3824.99,57.91
182.78,3855.84,54.50
182.78,3886.68,51.22
182.78,3917.53,48.19
182.78,3948.38,45.90
182.78,3979.22,44.11
182.78,4010.07,42.56
182.78,4040.92,41.22
182.78,4071.76,40.47
182.78,4102.61,39.96
182.78,4133.46,39.49
182.78,4164.30,39.04
182.78,4195.15,38.58
182.78,4226.00,38.05
182.78,4256.84,37.50
182.78,4287.69,36.97
182.78,4318.54,36.49
182.78,4349.38,36.10
182.78,4380.23,35.85
182.78,4411.08,35.60
182.78,4441.92,35.35
182.78,4472.77,35.11
182.78,4503.62,34.86
182.78,4534.46,34.60
182.78,4565.31,34.34
182.78,4596.16,34.07
182.78,4627.01,33.82
182.78,4657.85,33.57
182.78,4688.70,33.32
182.78,4719.55,33.05
182.78,4750.39,32.77
182.78,4781.24,32.37
182.78,4812.09,31.93
182.78,4842.93,31.51
182.78,4873.78,31.11
182.78,4904.63,30.81
182.78,4935.47,30.60
182.78,4966.32,30.46
182.78,4997.17,30.36
182.78,5028.01,30.26
182.78,5058.86,30.14
182.78,5089.71,29.96
182.78,5120.55,29.77
182.78,5151.40,29.56
182.78,5182.25,29.32
182.78,5213.09,29.07
182.78,5243.94,28.82
182.78,5274.79,28.59
182.78,5305.63,28.39
182.78,5336.48,28.21
182.78,5367.33,28.05
182.78,5398.17,27.82
182.78,5429.02,27.59
182.78,5459.87,27.35
182.78,5490.71,27.13
182.78,5521.56,27.00
182.78,5552.41,26.92
182.78,5583.25,26.85
182.78,5614.10,26.78
182.78,5644.95,26.71
182.78,5675.79,26.60
182.78,5706.64,26.51
182.78,5737.49,26.41
182.78,5768.33,26.33
182.78,5799.18,26.26
182.78,5830.03,26.20
182.78,5860.87,26.12
182.78,5891.72,26.02
182.78,5922.57,25.87
182.78,5953.41,25.64
182.78,5984.26,25.38
182.78,6015.11,25.13
182.78,6045.95,24.90
182.78,6076.80,24.71
182.78,6107.65,24.56
182.78,6138.49,24.42
182.78,6169.34,24.34
182.78,6200.19,24.27
182.78,6231.03,24.26
182.78,6261.88,24.26
182.78,6292.73,24.29
182.78,6323.57,24.28
182.78,6354.42,24.19
182.78,6385.27,24.11
182.78,6416.11,24.05
182.78,6446.96,24.01
182.78,6477.81,24.01
182.78,6508.65,24.01
182.78,6539.50,24.02
182.78,6570.35,24.02
182.78,6601.19,24.02
182.78,6632.04,24.02
182.78,6662.89,24.03
182.78,6693.73,24.03
182.78,6724.58,24.02
182.78,6755.43,24.00
182.78,6786.27,23.95
182.78,6817.12,23.89
182.78,6847.97,23.82
182.78,6878.81,23.76
182.78,6909.66,23.69
182.78,6940.51,23.63
182.78,6971.35,23.57
182.78,7002.20,23.51
182.78,7033.05,23.45
182.78,7063.89,23.39
182.78,7094.74,23.32
182.78,7125.59,23.21
182.78,7156.43,23.10
182.78,7187.28,23.00
182.78,7218.13,22.88
182.78,7248.97,22.77
182.78,7279.82,22.65
182.78,7310.67,22.54
182.78,7341.51,22.43
182.78,7372.36,22.31
182.78,7403.21,22.20
182.78,7434.05,22.09
182.78,7464.90,21.97
182.78,7495.75,21.86
182.78,7526.59,21.74
182.78,7557.44,21.63
182.78,7588.29,21.51
182.78,7619.13,21.39
182.78,7649.98,21.27
182.78,7680.83,21.14
182.78,7711.68,21.00
182.78,7742.52,20.84
182.78,7773.37,20.65
182.78,7804.22,20.47
182.78,7835.06,20.31
182.78,7865.91,20.17
182.78,7896.76,20.06
182.78,7927.60,19.95
182.78,7958.45,19.84
182.78,7989.30,19.74
182.78,8020.14,19.63
182.78,8050.99,19.50
182.78,8081.84,19.35
182.78,8112.68,19.18
182.78,8143.53,19.02
182.78,8174.38,18.86
182.78,8205.22,18.70
208.89,0.00,226.99
208.89,30.85,236.11
208.89,61.69,240.85
208.89,92.54,242.59
208.89,123.39,235.76
208.89,154.23,219.11
208.89,185.08,201.38
208.89,215.93,183.28
208.89,246.77,167.49
208.89,277.62,155.73
208.89,308.47,150.23
208.89,339.31,156.34
208.89,370.16,167.76
208.89,401.01,181.33
208.89,431.85,196.78
208.89,462.70,214.11
208.89,493.55,231.48
208.89,524.39,249.46
208.89,555.24,263.81
208.89,586.09,271.60
208.89,616.93,271.25
208.89,647.78,255.04
208.89,678.63,230.77
208.89,709.47,197.63
208.89,740.32,181.24
208.89,771.17,173.56
208.89,802.01,168.86
208.89,832.86,167.33
208.89,863.71,171.01
208.89,894.55,174.67
208.89,925.40,178.81
208.89,956.25,182.81
208.89,987.09,186.92
208.89,1017.94,191.31
208.89,1048.79,194.91
208.89,1079.63,196.97
